reference,answer type,answer,query
000000,,interface,ashmem -- ashmem is a linux-kernel @placeholder that allows processes which are not related by ancestry to share memory maps by name which are cleaned up automatically .
000000,,user,toast -- a toast notification is a transient message to the @placeholder that contains relevant time-sensitive information and provides quick access to related content in an app .
000000,,rfc2445,vcalendar -- vcalendar was the preceeding standard prior to icalendar rfc5545 which obsoleted @placeholder .
000000,,subtyping,vinyl -- vinyl is a general solution to the records problem in haskell using type level strings and other modern ghc features featuring static structural-typing with a @placeholder relation and automatic row-polymorphic lenses .
000000,,rfc,syslog4j -- syslog4j provides client and server implementations of the bsd syslog protocol @placeholder 3164 and the structured syslog protocol rfc 5424 .
000000,,formatting,cultureinfo -- represents information about a specific culture including the names of the culture the writing system and the calendar used as well as access to culture-specific objects that provide information for common operations such as @placeholder dates and sorting strings .
000000,,core-image,quartz-core -- quartz-core is the framework that includes core-animation @placeholder and core-video .
000000,,apache-pig,elasticsearch-hadoop -- elasticsearch real-time search and analytics natively integrated with hadoop.supports map reduce cascading apache hive @placeholder apache-spark and apache-storm .
000000,,x86,kvm -- kvm for kernel-based virtual-machine is a full virtualization solution for linux on @placeholder hardware containing virtualization extensions intel vt or amd-v .
000000,,css3,nokogiri -- an html xml sax and reader parser for ruby with the ability to search documents via xpath or @placeholder selectors and much more .
000000,,programming-languages,using -- using is a keyword in some @placeholder c++ c vb.net haxe .
000000,,webserver,maven-jetty-plugin -- maven-jetty-plugin is a maven plug-in which embeds the jetty @placeholder within a maven build .
000000,,serialization,active-model-serializers -- the purpose of activemodel : : serializers is to provide an object toencapsulate @placeholder of activemodel objects including activerecord objects .
000000,,oop,danf -- danf is a javascript node.js full-stack @placeholder framework allowing to code the same way on both the server node.js and client browser sides .
000000,,jcaps,jcaps -- java composite application platform suite or @placeholder is sun microsystem software suite for service-oriented application architecture .
000000,,ide,powershell-studio -- powershell-studio refers to an integrated development-environment @placeholder for powershell .
000000,,phone-number,phone-number -- a telephone number or @placeholder is a sequence of digits used to call from one telephone line to another in a public switched telephone network pstn .
000000,,audio,source-separation -- source-separation is the process of separating or un-mixing the source components in a polyphonic and possibly multitimbral @placeholder signal .
000000,,interface,direct3d11 -- direct3d is part of microsoft s directx application programming @placeholder api which performs 3d graphics rendering in games simulations etc .
000000,,user,mosh -- mosh mobile shell is a remote terminal application that allows roaming supports intermittent connectivity and provides intelligent local echo and line editing of @placeholder keystrokes .
000000,,.net,agile-central -- technical questions about coding to ca agile-central s various apis including the app sdk rest toolkits ruby @placeholder java node.js etc .
000000,,32-bit,tearing -- an issue with operations on 64 bit value not being atomic on @placeholder machines .
000000,,paypal,silent-post -- the silent-post url is a function offered by authorize.net that is similar in purpose to @placeholder s instant payment notification .
000000,,arcgis,arcmap -- arcmap is a piece of software within the @placeholder suite .
000000,,html,reveal.js -- reveal.js is a framework which allows creating beautiful presentations easily using @placeholder .
000000,,sgi,graphicex -- graphicex is a free delphi library to load various image-formats png gif tiff tga bmp dib and many more including some rather seldomly used types like @placeholder cut rla pcd and others .
